,ac_code_icao,e_type,wake,reduced_fuel_a1,reduced_fuel_a2,reduced_fuel_intercept,reduced_fuel_score,reduced_sample_size
57,B78X,Jet,H,6.96546740401871e-05,4.9773040757617,2688.3477805166585,0.9999996645496555,25
58,BCS1,Jet,M,-3.664096369648817e-05,2.643412792798112,946.8722926376108,0.9998188056283495,25
59,BCS3,Jet,M,7.443724168476606e-05,2.6444285855634635,1125.1345884342045,0.9999264650495124,25
60,BE20,Turboprop,L,0.00013039702963868471,0.4105068660204155,96.25496475566538,0.9995487421132375,25
61,BE40,Jet,M,0.0003617800752137301,0.2171313723076476,391.7302550427421,0.99936679515007,25
62,BE55,Piston,L,6.889557082612185e-07,0.3202570786539638,30.36468757934483,0.999999999455558,25
63,BN2P,Piston,L,-8.205128215754698e-09,0.13275398974357405,21.547735384622264,0.9999999994386821,25
64,C172,Piston,L,1.2380190733546348e-06,0.11729500268627938,11.483789127163092,0.9999971528380298,25
65,C208,Turboprop,L,-3.67204459308379e-05,0.409798958305413,35.55777284282115,0.9999077859263688,25
66,C25A,Jet,L,-0.0002826937792640427,0.5862234916387068,239.36721284281822,0.9885959453670525,25
67,C310,Piston,L,9.448978075532466e-07,0.2628322330731762,44.83353114827668,0.9999999898956189,25
68,C680,Jet,M,2.5546695713196677e-05,0.8718606846703527,330.4345529840358,0.999989375643495,25
69,CRJ1,Jet,M,0.00010347966769264083,1.3108614265324783,500.6895406352646,0.9995378047145013,25
70,CRJ2,Jet,M,-2.11890390524605e-05,1.4390157984528462,437.06905144489065,0.9998594840363823,25
71,CRJ7,Jet,M,6.393263464610222e-05,1.8737227331809316,683.5325674653322,0.9998261765036282,25
72,CRJ9,Jet,M,6.253854476767629e-05,1.9514863304008474,679.4050140092891,0.9998870147592737,25
73,CRJX,Jet,M,7.589077616154682e-05,1.8814076564312476,732.788165874158,0.9996779896311894,25
74,CVLT,Turboprop,M,0.00010754317661065826,1.2467937281785135,177.1336926863886,0.9996989178367919,25
75,D228,Turboprop,L,-0.0005777542326272922,0.9370732551466758,5.040827335603524,0.9992277153982911,25
76,D328,Turboprop,M,-0.00024548483134800847,1.0680542090625096,99.0574540055157,0.9985116075024362,25
77,DC94,Jet,M,-0.0007380147037094886,4.582581485903085,1369.1659161818861,0.9995797118668232,25
78,DH8A,Turboprop,M,5.4913163527237074e-05,1.2006748185217966,82.97030736129432,0.9998721762374875,25
79,DH8B,Turboprop,M,5.294023651969404e-05,1.1298379879022638,129.97126030913932,0.9998998826761331,25
80,DH8C,Turboprop,M,3.777230345836102e-05,1.2037109332443952,130.9784890760368,0.9999879311053956,25
81,DH8D,Turboprop,M,4.137944106852309e-05,1.7022924843561966,283.1844509558705,0.9999929440638499,25
82,DHC2,Piston,L,9.394277217245062e-09,0.1350185932366991,18.63214523969382,0.9999999995014365,25
83,DHC3,Piston,L,9.394277217245062e-09,0.1350185932366991,18.63214523969382,0.9999999995014365,25
84,DHC6,Turboprop,L,-3.187691776518342e-05,0.6932737741810914,28.91433554960173,0.9999516080299833,25
85,DHC7,Turboprop,M,0.00022563340722547842,1.1144926491500597,176.61790516295764,0.9997490605772652,25
86,DOVE,Piston,L,4.041204013649491e-07,0.47551219585281773,41.24593693051449,0.9999999999547987,25
87,E110,Turboprop,L,-0.00039549646317260656,0.8019004282308231,26.372293222619902,0.9989632391450849,25
88,E120,Turboprop,M,3.396360803553655e-05,0.7743334032519721,130.4671411820412,0.9999920941279709,25
89,E135,Jet,M,3.881248459891573e-05,1.2802797068989786,454.7038392357124,0.99981808083547,25
90,E145,Jet,M,6.627833586003717e-05,1.3677383218438812,466.93925484586157,0.9998968648890119,25
91,E170,Jet,M,7.130386850828785e-05,1.788021961966271,734.8443010720312,0.9998202988263339,25
92,E190,Jet,M,2.5220395766467618e-05,2.272342310053173,890.103548483628,0.9997663306372236,25
93,E195,Jet,M,9.296909049849589e-05,2.3434015643042234,916.1048684752523,0.9999140347477677,25
94,E55P,Jet,M,2.8113528481754635e-05,0.5055806987093875,263.0596628859755,0.9998780074356651,25
95,E75L,Jet,M,6.231272060497339e-05,1.7380947411831917,765.1390243066526,0.9998017115509193,25
96,E75S,Jet,M,7.633313186405921e-05,1.8679073517735911,748.818136677678,0.9998788563931738,25
97,F100,Jet,M,2.5980478899789716e-05,2.553982635471138,986.7481180215009,0.9998706224544115,25
98,F27,Turboprop,M,-0.0002541926266987904,1.7277585574099523,196.6758335860028,0.999493748685298,25
99,F28,Jet,M,-0.0002118866030524913,2.4395667107842223,919.6343476224899,0.9994474223088984,25
100,F406,Turboprop,L,-0.00017287467855808814,0.5916633519137168,38.58854171684939,0.9999242740643534,25
101,F50,Turboprop,M,-1.68579521124812e-05,1.603938199337737,97.73412608032277,0.9997075327376092,25
102,F70,Jet,M,3.483050040475888e-05,2.154224431496384,878.6415972747859,0.9998463427985645,25
103,GLF4,Jet,M,-9.206168393838254e-06,2.0034530687683447,776.3846882051707,0.9998683270726373,25
104,GLF5,Jet,M,8.496701035021204e-05,1.095257753616579,856.2936427087615,0.9979834928822024,25
105,IL96,Jet,H,0.00033551343081139606,6.6844565547395085,3886.7843838232875,0.9999082475445478,25
106,J328,Jet,M,0.00023385236345596638,0.9637716785777416,519.1105608572915,0.9984259887272872,25
107,JS31,Turboprop,M,-1.3220003405312042e-06,0.5713326852277414,66.96258057491974,0.9999407560509672,25
108,JS32,Turboprop,M,-3.3202229312800924e-05,0.6341877292061346,59.2533679466319,0.9998948910231162,25
109,JS41,Turboprop,M,-1.2082975956007047e-05,0.769800713351197,104.27394833382345,0.9999377790504468,25
110,L410,Turboprop,L,4.5917007307494373e-07,0.8687432438994225,57.7775495453979,0.999678641908054,25
111,MD81,Jet,M,0.00018586284989563495,3.3496268406160934,1377.4108977098076,0.9996234662721867,25
112,MD82,Jet,M,0.0001642883930386141,3.3107279063446025,1363.4140348026076,0.9999410794624288,25
113,MD83,Jet,M,0.00014599723206787374,3.4171974425632308,1333.2290201545793,0.9999207470142704,25
114,MD87,Jet,M,0.0001229420769854883,3.1550321556345344,1323.906130239403,0.9999235038070372,25
115,MD88,Jet,M,0.00014692702423246828,3.3449436030636535,1348.501342350547,0.9999324514616256,25
116,MD90,Jet,M,0.00015111663804168174,3.427298079612508,1334.1836888132611,0.9999083896246133,25
117,P28B,Piston,L,2.2807878111152924e-07,0.137086252545506,18.050938818290206,0.9999999996345128,25
118,PA31,Piston,L,3.943218134239146e-07,0.47551929780745095,41.244657480513666,0.9999999999545724,25
119,PA46,Piston,L,-0.00016796523837342425,0.2894163162406889,17.568703209879217,0.9983632273925679,25
120,PC12,Turboprop,L,2.810992423724068e-05,0.30351243976522685,54.70847918002542,0.999982499166156,25
121,RJ1H,Jet,M,0.00022949297751528874,2.5829642807420203,1190.9403071438264,0.9997243582259844,25
122,RJ85,Jet,M,0.0001193878936063264,2.512925009824641,1111.1277650256816,0.9997924947055792,25
123,SB20,Turboprop,M,6.951271057831221e-05,1.230813290288315,240.9698013823472,0.9998996339051617,25
124,SF34,Turboprop,M,3.761065756624493e-05,0.8668857367792905,105.6885620679833,0.999964621406023,25
125,SU95,Jet,M,-1.590219730163156e-05,2.6098410185373004,758.7285792270977,0.9996708133903568,25
126,SW4,Turboprop,M,3.887258047974296e-05,0.5434736952797017,79.65634302404072,0.9999760746431877,25
127,T134,Jet,M,0.00015885969454432214,2.2965986311400504,1903.6897216554444,0.9999322604850959,25
128,T154,Jet,M,-3.740893149739577e-05,6.33528504824825,1809.6151187583419,0.9993952074623274,25
129,T204,Jet,M,0.00015186777456444034,3.766156885359951,1780.3599248722057,0.9999340491488147,25
130,Y12,Turboprop,L,6.525762169418137e-06,0.4703308850859443,37.75680617124655,0.9999261314636693,25
131,YK40,Jet,M,-0.00015483671324023618,2.4829198850833447,506.99668437757646,0.9998850227277502,25
132,YK42,Jet,M,-3.8691555081626916e-05,4.270710201048868,1162.5017666089334,0.999929524268017,25
